32.3482,-86.2668
58.30154,-134.42271
32.7506,-111.6707
37.0726,-97.0385
38.5677,-121.4685
38.8674,-104.7605
41.7661,-72.6834
39.16359,-75.53179
30.4551,-84.2527
33.7628,-84.422
21.2975,-157.7211
43.6005,-116.2308
39.7709,-89.654
39.7771,-86.1458
41.5521,-93.7806
39.0346,-95.6955
38.1924,-84.8643
30.442,-91.1311
33.5214,-81.9547
38.9706,-76.5047
42.3188,-71.0852
42.7142,-84.5601
44.95239,-93.09488
32.3157,-90.2125
38.5676,-92.1759
46.5965,-112.0202
40.8099,-96.6784
39.1511,-119.7476
43.2305,-71.5595
40.2237,-74.7641
35.6824,-105.94144
42.65529,-73.76108
35.8324,-78.6429
46.8143,-100.7694
39.9862,-82.9855
35.4676,-97.5136
44.9233,-123.0244
40.2752,-76.8843
40.1485,-75.4266
34.0378,-80.9036
44.3748,-100.3205
36.1715,-86.7842
30.3005,-97.7522
40.7776,-111.9311
44.2659,-72.5717
45.125,-92.5377
47.0417,-122.8959
32.9067,-80.0722
40.6207,-91.3509
41.135,-104.7902
